id,hotel_cluster
12869,63 62 36 64 78
12870,91 48 41 42 98
12871,91 48 41 42 18
12872,91 48 41 42 70
12873,91 48 41 42 70
12874,91 48 41 42 18
12875,64 82 25 46 2
12876,65 66 52 87 26
12877,65 52 87 66 26
12878,64 25 5 2 22
12879,41 70 91 55 48
12880,91 48 41 18 42
12881,91 48 41 42 98
12882,82 62 46 59 85
12883,91 48 18 72 28
12884,64 46 25 82 29
12885,5 59 78 30 25
12886,65 66 52 87 26
12887,20 64 58 82 78
12888,46 62 36 61 63
12889,91 48 41 95 18
12890,65 8 64 52 87
12891,46 64 62 97 61
12892,64 46 2 82 25
12893,91 48 41 18 42
12894,91 48 41 42 18
12895,1 45 56 91 41
12896,46 12 82 57 62
12897,91 48 42 41 47
12898,64 46 2 82 25
12899,91 48 41 72 42
12900,65 52 64 66 62
12901,25 64 82 5 8
12902,91 48 41 42 83
12903,65 26 52 66 62
12904,46 36 63 62 64
12905,65 52 66 87 26
12906,64 25 5 58 2
12907,64 5 25 2 58
12908,91 41 48 70 50
12909,1 48 41 91 45
12910,91 48 41 72 42
12911,91 48 42 18 41
12912,46 64 63 58 62
12913,91 48 42 41 95
12914,1 45 41 56 98
12915,65 52 66 87 26
12916,46 36 62 63 61
12917,46 57 62 63 61
12918,91 48 18 41 95
12919,30 82 62 5 59
12920,65 66 52 87 26
12921,65 64 52 66 46
12922,91 48 42 18 41
12923,41 48 91 83 33
12924,91 48 41 42 18
12925,91 48 41 42 70
12926,5 25 64 78 82
12927,91 48 41 28 42
12928,1 41 45 98 56
12929,46 82 64 85 62
12930,91 48 41 83 42
12931,25 5 82 22 78
12932,91 48 41 72 42
12933,5 25 78 22 64
12934,91 48 41 83 42
12935,64 58 5 2 22
12936,91 48 41 70 56
12937,91 48 42 18 41
12938,91 48 41 95 18
12939,41 48 91 56 70
12940,1 41 56 45 98
12941,91 48 41 42 70
12942,64 5 25 2 58
12943,91 48 41 16 4
12944,91 48 18 41 42
12945,30 62 82 5 78
12946,5 30 62 82 78
12947,91 48 41 42 70
12948,8 30 82 25 5
12949,91 48 41 42 70
12950,1 41 56 45 98
12951,64 82 46 58 20
12952,1 45 98 41 56
12953,1 41 45 98 56
12954,65 52 66 87 26
12955,46 12 57 82 62
12956,1 45 41 48 91
12957,66 65 52 87 26
12958,91 48 41 95 28
12959,65 66 52 87 31
12960,65 66 52 87 26
12961,92 80 98 90 2
12962,41 48 91 21 83
12963,91 48 41 42 70
12964,91 48 41 42 70
12965,64 2 25 46 82
12966,91 48 41 55 16
12967,65 66 52 87 26
12968,91 55 48 41 21
12969,65 52 66 87 26
12970,5 82 30 62 36
12971,1 48 41 91 45
12972,65 52 66 87 26
12973,82 62 46 85 57
12974,91 48 41 70 47
12975,1 45 98 0 79
12976,82 12 57 46 62
12977,91 48 41 42 70
12978,91 48 41 42 70
12979,65 52 66 87 26
12980,91 48 41 42 70
12981,91 48 41 42 83
12982,82 20 62 58 30
12983,91 48 1 41 18
12984,91 48 18 42 72
12985,91 48 41 42 70
12986,91 48 41 16 50
12987,91 48 41 83 42
12988,5 82 62 30 25
12989,64 82 46 2 25
12990,91 48 41 70 98
12991,91 48 42 41 71
12992,91 48 41 42 83
12993,46 82 85 62 57
12994,5 25 78 82 64
12995,1 41 48 91 70
12996,91 48 41 18 42
12997,30 5 64 82 46
12998,65 52 66 87 26
12999,65 52 66 87 26
13000,9 98 59 92 80
13001,82 46 62 64 5
13002,65 52 66 87 26
13003,91 48 41 42 18
13004,5 46 82 62 64
13005,82 25 64 30 5
13006,46 62 64 63 85
13007,91 48 42 41 72
13008,41 48 91 33 83
13009,91 48 41 42 18
13010,48 91 41 55 16
13011,1 45 41 98 56
13012,91 48 41 42 70
13013,1 45 41 98 56
13014,91 48 41 42 70
13015,65 52 66 87 26
13016,91 48 41 42 18
13017,91 48 41 55 95
13018,91 48 41 18 16
13019,64 46 2 82 25
13020,91 48 41 42 70
13021,91 48 41 42 70
13022,91 48 41 18 42
13023,65 64 52 66 46
13024,91 48 41 42 70
13025,78 58 25 22 8
13026,91 48 41 83 42
13027,64 2 82 46 25
13028,1 45 41 98 56
13029,91 48 42 18 72
13030,25 64 82 8 58
13031,5 25 82 30 78
13032,0 26 1 96 91
13033,91 48 41 18 70
13034,91 48 41 42 70
13035,91 48 41 42 70
13036,65 64 2 5 25
13037,91 59 68 2 9
13038,5 25 59 78 64
13039,65 66 52 87 26
13040,91 48 41 95 18
13041,65 52 87 66 26
13042,64 5 22 58 46
13043,65 62 66 46 52
13044,91 48 41 42 98
13045,64 82 46 2 25
13046,46 36 63 64 81
13047,64 46 12 61 63
13048,91 48 41 42 70
13049,92 80 98 90 2
13050,82 64 46 62 30
13051,64 46 26 63 96
13052,41 91 48 83 50
13053,82 64 20 30 62
13054,91 48 42 28 18
13055,91 48 41 42 72
13056,65 64 2 5 25
13057,65 66 64 46 26
13058,64 82 25 2 46
13059,65 87 52 66 26
13060,1 56 70 98 41
13061,46 62 85 64 81
13062,1 45 41 98 56
13063,91 48 18 41 16
13064,91 41 48 70 98
13065,65 62 30 64 46
13066,64 22 5 25 46
13067,0 26 41 96 71
13068,91 48 41 70 56
13069,91 48 41 95 18
13070,91 48 41 42 18
13071,1 0 41 45 56
13072,91 48 41 18 95
13073,91 48 41 42 70
13074,91 48 41 95 18
13075,91 48 42 41 16
13076,91 48 41 18 42
13077,91 48 41 42 83
13078,64 5 30 29 82
13079,46 64 82 85 62
13080,65 66 52 87 26
13081,91 48 18 42 16
13082,1 41 45 91 70
13083,91 48 41 42 18
13084,46 64 82 62 85
13085,91 48 41 18 42
13086,91 48 72 18 28
13087,65 66 52 87 31
13088,63 61 64 36 46
13089,1 45 41 70 91
13090,64 61 46 65 66
13091,64 46 82 5 36
13092,65 52 66 87 26
13093,1 45 56 41 98
13094,1 45 41 98 56
13095,63 64 46 62 36
13096,64 82 46 5 58
13097,64 5 22 25 2
13098,65 62 30 64 66
13099,91 48 42 18 95
13100,46 64 62 82 29
13101,64 5 25 2 58
13102,1 41 56 45 98
13103,91 48 41 42 70
13104,5 78 62 22 8
13105,91 48 41 56 50
13106,91 48 41 98 70
13107,1 41 45 70 91
13108,5 62 82 30 78
13109,65 64 20 58 92
13110,62 46 85 64 78
13111,91 48 41 42 98
13112,64 25 5 22 2
13113,91 48 18 42 1
13114,1 45 91 41 48
13115,91 48 42 41 47
13116,91 48 41 42 70
13117,91 48 42 41 28
13118,1 56 98 70 45
13119,91 48 42 18 72
13120,1 41 45 56 98
13121,91 48 41 42 83
13122,91 48 41 95 18
13123,91 48 41 42 70
13124,62 57 63 61 36
13125,91 48 41 18 95
13126,91 48 41 18 42
13127,65 52 66 87 26
13128,30 5 64 82 46
13129,65 66 52 87 31
13130,65 52 66 87 26
13131,65 52 66 87 26
13132,91 48 41 42 70
13133,1 41 98 45 56
13134,91 48 41 42 70
13135,62 36 30 85 81
13136,1 45 41 98 56
13137,65 66 62 36 26
13138,91 48 41 42 70
13139,91 48 41 42 70
13140,64 46 63 62 82
13141,62 81 63 57 85
13142,1 45 41 56 70
13143,91 48 42 41 18
13144,91 48 41 42 70
13145,64 5 2 25 58
13146,46 64 82 85 62
13147,64 82 46 25 2
13148,5 62 82 30 78
13149,91 41 48 70 56
13150,91 48 41 42 70
13151,65 52 66 64 46
13152,65 52 66 87 26
13153,64 2 25 82 46
13154,91 48 41 18 42
13155,65 52 66 87 26
13156,91 48 41 18 42
13157,64 63 62 82 36
13158,91 48 41 95 18
13159,91 48 41 95 18
13160,65 8 26 30 44
13161,41 48 91 70 98
13162,5 25 82 64 58
13163,91 48 41 18 42
13164,91 48 42 18 16
13165,91 48 41 42 70
13166,5 25 82 30 78
13167,91 48 41 42 70
13168,91 48 41 42 70
13169,46 36 62 63 64
13170,65 64 52 66 46
13171,91 48 42 41 47
13172,1 45 41 98 56
13173,91 48 41 42 28
13174,64 2 82 46 25
13175,91 48 41 42 70
13176,91 48 41 42 70
13177,64 25 2 46 82
13178,46 82 62 85 59
13179,91 48 41 42 70
13180,64 25 5 22 2
13181,65 52 66 87 26
13182,64 46 57 61 97
13183,5 25 64 78 82
13184,41 48 91 98 70
13185,5 25 78 82 38
13186,5 59 30 25 82
13187,65 66 52 26 87
13188,64 5 58 2 25
13189,63 62 46 36 78
13190,91 48 41 83 42
13191,64 58 46 82 20
13192,91 48 41 70 95
13193,65 52 66 64 26
13194,91 48 28 42 18
13195,91 48 42 18 72
13196,64 46 82 58 20
13197,91 48 41 42 70
13198,46 64 82 25 2
13199,46 64 82 62 85
13200,91 48 41 42 70
13201,64 46 63 58 82
13202,63 46 36 64 62
13203,91 48 42 18 95
13204,0 1 91 71 41
13205,91 48 42 18 95
13206,91 48 42 18 41
13207,64 5 25 2 58
13208,91 70 56 41 98
13209,91 48 42 41 47
13210,65 52 66 87 26
13211,5 25 78 82 64
13212,91 48 41 42 70
13213,91 48 41 42 70
13214,91 48 42 18 41
13215,91 48 41 42 50
13216,5 25 64 78 82
13217,91 41 48 83 42
13218,91 48 41 18 42
13219,91 48 41 42 83
13220,64 82 58 25 5
13221,64 25 82 2 29
13222,91 48 42 18 41
13223,91 48 42 41 47
13224,65 64 2 5 25
13225,46 64 62 97 63
13226,91 48 41 42 98
13227,91 48 41 18 42
13228,1 45 98 56 41
13229,91 48 41 42 28
13230,91 48 41 72 42
13231,1 41 56 0 70
13232,5 25 64 78 82
13233,65 52 66 87 26
13234,64 82 5 29 2
13235,46 36 62 63 61
13236,91 48 42 41 18
13237,65 52 66 87 26
13238,65 64 2 5 25
13239,91 48 42 41 18
13240,63 46 26 36 62
13241,91 48 95 4 41
13242,91 41 48 56 70
13243,91 48 41 42 98
13244,63 46 64 36 61
13245,91 48 41 42 70
13246,65 66 52 87 26
13247,65 66 52 87 26
13248,1 45 41 70 91
13249,41 56 83 0 96
13250,91 48 41 42 70
13251,5 62 30 82 78
13252,63 62 36 64 78
13253,30 82 62 78 5
13254,91 48 42 41 47
13255,65 64 52 2 25
13256,46 64 82 62 85
13257,91 48 41 42 70
13258,62 5 30 82 78
13259,1 45 41 98 56
13260,65 52 66 87 26
13261,5 64 22 25 78
13262,25 64 82 8 22
13263,91 48 41 18 70
13264,91 48 41 42 70
13265,64 58 5 2 22
13266,91 48 41 42 70
13267,91 48 41 42 98
13268,91 41 48 95 50
13269,91 48 41 42 70
13270,46 63 64 62 85
13271,1 41 56 45 98
13272,64 5 58 2 25
13273,20 78 82 64 62
13274,91 41 48 83 33
13275,91 48 42 41 47
13276,64 82 5 25 58
13277,91 41 48 83 42
13278,91 48 42 41 47
13279,65 52 64 66 26
13280,64 5 46 82 29
13281,1 0 26 41 98
13282,64 5 46 2 25
13283,91 48 41 42 70
13284,91 41 48 70 98
13285,91 48 42 18 41
13286,91 48 42 41 83
13287,65 62 30 64 78
13288,82 62 81 46 30
13289,65 64 25 2 5
13290,70 41 91 55 98
13291,91 48 41 42 18
13292,91 48 42 41 47
13293,65 62 64 30 66
13294,1 41 45 56 79
13295,91 48 41 42 72
13296,46 64 82 85 62
13297,5 59 78 30 25
13298,91 48 41 42 70
13299,91 48 41 42 83
13300,46 64 2 25 82
13301,62 5 82 30 36
13302,64 29 5 82 36
13303,91 41 48 28 50
13304,65 64 52 66 46
13305,1 45 41 56 70
13306,64 82 5 58 29
13307,1 41 48 91 70
13308,65 62 26 30 64
13309,91 48 41 42 18
13310,64 25 5 2 22
13311,25 5 78 22 64
13312,46 12 62 36 61
13313,65 52 26 66 87
13314,91 48 41 42 70
13315,64 46 2 82 25
13316,65 64 52 66 46
13317,46 64 62 36 97
13318,1 41 48 91 70
13319,91 48 41 55 95
13320,91 48 41 42 70
13321,65 62 26 30 31
13322,82 25 64 58 5
13323,91 48 41 42 70
13324,64 58 46 82 20
13325,91 48 41 42 28
13326,5 25 78 22 64
13327,91 48 41 18 42
13328,91 48 41 42 70
13329,1 45 56 41 70
13330,65 52 66 87 26
13331,46 12 62 57 82
13332,91 48 41 42 70
13333,91 48 41 42 70
13334,65 52 66 87 26
13335,63 46 36 64 62
13336,91 41 48 95 33
13337,46 64 82 85 62
13338,65 64 25 2 5
13339,12 85 64 63 57
13340,64 46 82 30 58
13341,64 5 22 25 2
13342,91 41 48 42 70
13343,91 48 41 28 4
13344,46 64 62 97 63
13345,63 46 64 36 62
13346,91 48 41 1 42
13347,65 64 5 52 22
13348,46 82 62 85 59
13349,65 52 87 66 26
13350,91 48 18 41 95
13351,63 46 64 36 62
13352,63 46 64 61 62
13353,64 46 36 97 0
13354,5 62 82 58 64
13355,65 64 52 66 46
13356,91 48 41 95 18
13357,82 62 46 85 57
13358,65 26 66 62 31
13359,91 48 41 42 98
13360,91 48 41 70 55
13361,64 5 25 58 2
13362,65 52 66 87 26
13363,91 48 41 18 42
13364,91 48 42 41 18
13365,64 25 82 2 29
13366,46 64 62 97 63
13367,91 48 41 18 95
13368,91 48 41 42 70
13369,91 48 41 42 70
13370,64 5 25 2 58
13371,91 48 41 95 18
13372,46 36 62 63 81
13373,91 48 41 42 18
13374,91 48 42 18 95
13375,82 30 5 78 25
13376,64 29 82 5 36
13377,65 52 66 87 26
13378,62 46 63 64 85
13379,92 80 9 90 68
13380,46 64 36 63 62
13381,26 0 34 46 84
13382,82 30 64 25 5
13383,91 48 42 41 18
13384,64 62 63 82 57
13385,91 48 42 41 71
13386,48 91 41 98 70
13387,91 48 41 42 70
13388,91 41 48 70 50
13389,57 12 81 85 60
13390,91 48 41 42 70
13391,91 48 41 42 18
13392,1 41 48 91 56
13393,64 82 5 58 29
13394,91 48 41 18 42
13395,96 46 62 63 97
13396,41 91 48 83 33
13397,5 25 64 82 58
13398,65 52 66 87 26
13399,91 48 41 42 70
13400,46 64 82 85 62
13401,91 41 56 70 98
13402,46 64 82 85 62
13403,91 48 28 72 18
13404,82 64 5 25 30
13405,65 52 64 26 66
13406,65 52 87 66 64
13407,1 45 41 98 56
13408,91 48 42 18 41
13409,64 25 82 5 22
13410,1 41 56 45 98
13411,91 48 41 42 70
13412,91 48 41 95 18
13413,64 25 82 8 5
13414,64 5 46 2 25
13415,91 48 41 42 70
13416,65 64 52 66 46
13417,91 48 41 42 70
13418,91 48 41 42 83
13419,79 80 45 84 1
13420,65 66 52 87 26
13421,91 48 41 42 83
13422,91 41 48 33 83
13423,64 5 25 58 2
13424,64 29 82 58 46
13425,5 59 30 25 82
13426,91 48 41 42 18
13427,91 41 48 70 56
13428,91 48 41 42 98
13429,5 25 78 82 64
13430,91 48 42 18 41
13431,62 46 64 63 85
13432,46 64 82 85 62
13433,65 66 52 87 26
13434,91 48 41 42 70
13435,82 62 61 46 36
13436,64 25 5 82 58
13437,1 45 41 98 56
13438,91 48 41 42 98
13439,1 21 0 41 45
13440,1 45 98 41 56
13441,1 41 45 98 91
13442,92 90 91 2 68
13443,0 1 26 21 34
13444,91 48 41 42 28
13445,91 48 41 42 98
13446,5 25 78 82 64
13447,91 48 42 41 95
13448,91 48 42 41 18
13449,91 48 41 42 70
13450,46 36 62 63 61
13451,64 63 46 97 26
13452,91 48 41 18 42
13453,91 48 41 42 18
13454,1 41 56 91 70
13455,91 48 41 42 70
13456,91 48 72 18 41
13457,65 64 25 52 2
13458,46 64 62 97 63
13459,91 48 42 18 41
13460,91 48 41 42 70
13461,46 64 62 97 36
13462,91 48 41 18 42
13463,91 48 41 42 18
13464,1 41 45 98 91
13465,91 48 41 42 70
13466,91 48 72 18 41
13467,91 48 41 1 18
13468,91 48 41 42 18
13469,82 46 62 85 61
13470,30 82 5 62 58
13471,63 62 57 36 61
13472,91 48 18 41 42
13473,91 48 42 41 18
13474,1 41 56 91 48
13475,65 64 52 66 46
13476,46 62 64 85 78
13477,65 52 66 87 26
13478,62 30 36 78 64
13479,63 62 30 85 36
13480,64 46 58 82 2
13481,91 48 41 42 18
13482,62 82 61 36 85
13483,91 48 41 42 70
13484,64 22 25 5 46
13485,91 48 41 42 83
13486,91 48 41 42 18
13487,64 46 61 57 62
13488,91 48 41 42 70
13489,91 48 41 42 18
13490,12 62 46 61 82
13491,65 62 30 87 26
13492,91 48 98 41 83
13493,91 41 48 55 33
13494,1 41 45 98 91
13495,25 82 5 62 59
13496,82 25 59 62 30
13497,91 48 41 42 18
13498,64 82 5 2 46
13499,62 30 78 81 63
13500,82 5 25 59 30
13501,5 46 82 62 64
13502,65 52 66 87 26
13503,91 71 48 42 18
13504,91 48 41 42 18
13505,91 48 41 18 95
13506,63 46 64 36 61
13507,91 48 41 42 70
13508,46 36 62 63 61
13509,91 48 41 42 83
13510,64 82 5 30 46
13511,91 42 48 47 28
13512,91 48 41 95 18
13513,62 61 36 64 46
13514,65 52 66 87 26
13515,91 48 41 18 42
13516,91 48 18 72 28
13517,91 48 41 95 33
13518,59 90 9 2 68
13519,91 48 41 83 42
13520,5 25 78 22 64
13521,91 48 41 98 70
13522,65 52 66 87 26
13523,62 5 82 30 36
13524,91 48 41 42 70
13525,64 29 46 5 82
13526,63 46 36 64 61
13527,91 48 41 42 83
13528,91 48 41 42 70
13529,91 48 41 42 70
13530,64 5 82 2 29
13531,91 55 48 41 95
13532,82 25 30 64 58
13533,91 48 41 42 70
13534,91 48 18 42 16
13535,91 48 41 42 83
13536,91 48 42 41 18
13537,91 48 41 42 18
13538,91 48 41 42 70
13539,91 48 41 42 70
13540,64 46 63 57 82
13541,12 46 61 57 62
13542,91 48 1 42 41
13543,91 48 41 95 18
13544,62 36 61 81 65
13545,90 59 91 9 2
13546,91 48 41 83 33
13547,46 64 82 85 62
13548,5 30 62 82 78
13549,91 48 41 42 70
13550,56 1 70 98 41
13551,62 63 36 57 61
13552,91 48 42 41 47
13553,91 41 48 18 21
13554,91 48 41 42 72
13555,64 46 62 97 36
13556,91 48 41 42 70
13557,91 48 28 42 18
13558,64 5 25 2 58
13559,64 25 82 46 2
13560,64 5 46 2 25
13561,41 48 91 70 56
13562,65 66 26 52 0
13563,91 48 41 83 72
13564,64 82 46 25 2
13565,91 55 48 41 95
13566,65 66 52 87 31
13567,5 78 59 30 62
13568,64 2 58 5 25
13569,1 45 41 56 98
13570,91 48 42 41 18
13571,65 52 64 66 26
13572,91 41 48 33 83
13573,65 52 66 87 26
13574,5 59 78 30 25
13575,65 66 52 31 87
13576,91 48 41 95 18
13577,46 62 82 57 12
13578,91 48 42 41 47
13579,91 48 41 42 28
13580,91 48 41 72 42
13581,62 46 64 63 78
13582,91 48 41 95 18
13583,91 48 41 1 18
13584,91 48 41 42 98
13585,46 63 62 61 36
13586,91 48 41 42 70
13587,91 48 42 41 28
13588,1 45 41 98 56
13589,0 26 34 96 84
13590,91 48 42 41 47
13591,65 64 52 2 25
13592,1 48 41 91 45
13593,91 48 42 41 18
13594,91 48 41 50 70
13595,91 48 41 18 42
13596,65 52 66 87 26
13597,25 78 5 8 30
13598,91 77 83 28 48
13599,91 48 42 41 50
13600,64 25 5 22 2
13601,64 82 5 29 36
13602,63 62 46 57 81
13603,65 52 66 87 26
13604,1 41 56 45 98
13605,46 64 82 85 62
13606,91 48 41 72 42
13607,91 55 48 18 13
13608,65 26 87 66 52
13609,30 62 82 5 81
13610,91 48 41 42 18
13611,65 64 52 66 46
13612,20 82 30 64 46
13613,91 48 42 41 18
13614,5 59 25 82 78
13615,65 52 66 87 26
13616,63 46 62 85 30
13617,91 48 41 42 70
13618,91 48 41 42 70
13619,65 52 64 46 66
13620,20 78 82 64 62
13621,91 48 41 18 72
13622,59 9 90 95 2
13623,5 25 78 82 64
13624,65 62 30 64 78
13625,91 48 42 41 18
13626,91 48 18 39 42
13627,64 5 82 46 29
13628,91 48 41 28 18
13629,91 48 41 42 70
13630,41 91 48 33 83
13631,91 48 41 42 98
13632,91 48 42 41 47
13633,91 48 41 42 98
13634,65 52 66 87 26
13635,64 25 5 58 2
13636,91 48 18 42 16
13637,91 48 41 28 33
13638,1 45 41 56 79
13639,91 48 41 42 70
13640,1 91 41 98 56
13641,46 12 82 64 62
13642,5 82 30 78 62
13643,1 45 41 56 70
13644,71 91 0 26 96
13645,65 52 66 87 26
13646,91 48 41 42 83
13647,91 48 42 41 71
13648,91 48 41 70 47
13649,64 46 2 25 82
13650,1 45 98 41 56
13651,41 91 48 21 83
13652,65 66 64 46 87
13653,57 12 85 60 81
13654,91 48 41 42 70
13655,63 64 46 62 36
13656,91 48 42 41 47
13657,91 48 41 83 42
13658,91 48 41 95 18
13659,91 48 42 41 18
13660,64 62 63 82 46
13661,0 26 1 91 96
13662,64 82 5 25 58
13663,64 46 26 63 96
13664,65 64 22 52 2
13665,62 46 82 57 61
13666,46 36 63 62 64
13667,91 48 41 42 70
13668,1 45 41 98 56
13669,82 64 25 5 78
13670,65 66 52 26 87
13671,91 48 41 42 18
13672,91 48 41 42 70
13673,91 48 41 18 42
13674,82 5 25 59 30
13675,91 48 41 42 70
13676,65 52 66 87 26
13677,91 68 2 59 9
13678,5 62 30 82 78
13679,91 48 41 42 70
13680,46 62 63 61 85
13681,91 48 41 42 70
13682,91 48 41 72 42
13683,91 48 41 42 28
13684,91 48 41 42 72
13685,91 48 42 41 47
13686,91 48 42 18 72
13687,91 48 42 41 47
13688,92 80 90 58 59
13689,91 48 42 18 95
13690,65 52 66 87 26
13691,65 52 87 66 64
13692,91 70 48 42 41
13693,59 90 2 68 98
13694,41 91 48 83 33
13695,1 0 26 34 84
13696,36 0 26 62 30
13697,91 48 41 55 95
13698,46 64 63 62 96
13699,91 48 41 70 56
13700,91 48 41 42 70
13701,91 48 41 95 18
13702,46 36 62 63 61
13703,1 41 45 56 91
13704,42 6 91 94 49
13705,91 48 41 42 70
13706,91 48 18 42 41
13707,1 41 48 91 70
13708,65 66 52 87 31
13709,62 82 30 61 81
13710,65 66 52 87 31
13711,64 82 46 5 29
13712,41 91 48 55 70
13713,46 64 62 97 63
13714,91 48 41 95 18
13715,91 48 42 41 18
13716,1 41 56 91 70
13717,65 52 66 87 64
13718,63 46 64 36 62
13719,5 82 30 78 62
13720,64 25 5 58 2
13721,82 64 46 65 62
13722,91 41 48 33 83
13723,62 36 63 85 61
13724,65 52 66 87 26
13725,64 82 5 46 58
13726,91 48 41 72 42
13727,91 48 41 70 47
13728,46 64 63 62 96
13729,12 62 57 82 61
13730,46 82 62 61 64
13731,1 41 70 91 0
13732,12 61 57 62 46
13733,91 48 41 1 42
13734,65 66 64 36 46
13735,91 48 41 95 18
13736,91 48 42 41 47
13737,1 41 56 45 91
13738,91 48 42 41 47
13739,91 48 41 42 72
13740,91 48 42 41 47
13741,91 48 41 55 4
13742,65 64 52 66 46
13743,64 2 58 25 5
13744,5 8 59 25 82
13745,64 25 5 2 22
13746,65 64 2 22 25
13747,64 5 46 82 29
13748,62 12 57 61 85
13749,5 25 64 82 22
13750,65 52 66 87 26
13751,91 48 41 42 70
13752,64 25 82 46 2
13753,5 25 78 82 64
13754,91 48 41 42 70
13755,64 5 25 2 58
13756,91 48 41 42 70
13757,91 55 48 18 95
13758,91 48 41 18 95
13759,64 46 2 82 25
13760,62 63 81 85 36
13761,91 48 41 42 28
13762,91 48 42 41 47
13763,91 48 41 42 98
13764,62 36 81 85 30
13765,65 52 66 87 26
13766,1 41 56 45 98
13767,91 48 41 18 42
13768,91 48 72 18 28
13769,46 64 62 97 63
13770,91 48 41 18 42
13771,1 45 98 41 56
13772,62 46 85 64 78
13773,64 5 25 2 58
13774,5 25 78 82 64
13775,65 52 66 87 26
13776,63 26 46 64 62
13777,1 45 41 98 91
13778,64 5 46 2 25
13779,5 25 78 59 30
13780,46 12 64 57 82
13781,65 64 52 2 25
13782,1 41 45 56 98
13783,65 62 66 52 81
13784,91 48 18 71 56
13785,64 46 82 5 36
13786,25 5 22 82 78
13787,91 48 41 55 4
13788,1 41 45 98 56
13789,91 48 41 42 28
13790,82 25 30 64 58
13791,41 48 91 21 83
13792,62 46 78 85 97
13793,91 48 41 42 70
13794,65 52 66 87 26
13795,91 48 41 95 18
13796,91 48 41 42 72
13797,5 82 62 58 30
13798,91 48 42 18 41
13799,46 12 62 61 36
13800,91 48 72 18 28
13801,91 55 48 41 95
13802,91 48 41 18 42
13803,46 36 62 63 64
13804,91 48 41 42 83
13805,65 52 66 87 26
13806,64 46 5 82 29
13807,46 82 12 64 57
13808,91 48 41 72 42
13809,36 46 64 63 62
13810,91 0 95 21 48
13811,1 41 45 56 98
13812,91 48 41 42 98
13813,91 48 42 41 18
13814,91 48 18 41 42
13815,91 41 48 98 56
13816,46 12 57 82 62
13817,5 30 62 82 78
13818,65 52 66 87 26
13819,63 46 36 64 61
13820,91 48 41 42 70
13821,91 48 41 18 42
13822,91 48 41 72 42
13823,82 62 59 61 85
13824,12 46 57 61 36
13825,41 91 48 95 28
13826,91 48 41 95 18
13827,64 5 30 2 29
13828,1 45 41 98 56
13829,91 48 41 42 18
13830,64 5 58 2 25
13831,91 48 42 41 47
13832,46 12 82 57 62
13833,64 5 22 25 2
13834,65 5 64 25 22
13835,91 48 41 42 83
13836,91 48 41 42 70
13837,64 46 61 12 57
13838,64 5 25 2 58
13839,1 45 41 56 98
13840,0 26 41 96 34
13841,65 66 52 87 26
13842,91 48 83 42 41
13843,91 48 42 41 47
13844,91 48 42 18 41
13845,68 2 9 59 95
13846,5 25 78 82 64
13847,70 91 98 1 48
13848,64 5 25 58 2
13849,65 52 66 87 26
13850,91 48 41 70 95
13851,82 64 5 25 30
13852,41 48 91 83 33
13853,46 61 64 57 63
13854,91 48 41 42 70
13855,63 46 85 62 36
13856,91 48 41 42 70
13857,64 5 25 2 58
13858,91 48 41 42 70
13859,30 5 82 62 78
13860,91 48 41 70 98
13861,82 25 43 64 78
13862,64 5 25 2 58
13863,62 82 61 85 12
13864,65 52 66 87 26
13865,46 64 36 62 97
13866,65 66 64 26 62
13867,64 5 2 58 25
13868,46 64 82 85 62
13869,91 48 41 42 70
13870,46 82 64 62 85
13871,91 48 41 42 70
13872,65 62 30 78 52
13873,64 58 25 2 5
13874,5 25 82 58 22
13875,5 78 62 22 8
13876,65 64 2 5 25
13877,82 5 25 59 30
13878,0 26 41 96 71
13879,62 5 30 82 78
13880,64 46 63 58 62
13881,82 64 46 62 30
13882,65 64 52 66 46
13883,65 52 66 87 64
13884,65 8 64 52 87
13885,91 48 42 41 47
13886,1 41 98 45 56
13887,5 25 78 59 64
13888,91 48 41 42 70
13889,91 48 41 42 98
13890,91 48 41 1 18
13891,5 78 62 30 82
13892,5 25 64 82 58
13893,91 48 41 28 4
13894,90 2 9 59 68
13895,91 48 42 41 47
13896,91 48 18 41 42
13897,46 36 62 63 61
13898,46 62 82 61 85
13899,65 64 2 25 22
13900,64 5 2 58 25
13901,5 62 30 82 78
13902,91 48 41 42 98
13903,82 64 5 25 58
13904,46 36 62 63 64
13905,63 62 46 36 78
13906,64 5 25 58 2
13907,63 64 46 36 62
13908,91 48 41 42 18
13909,64 5 22 25 2
13910,46 12 62 61 57
13911,46 62 36 12 82
13912,47 42 49 94 18
13913,91 48 41 95 18
13914,62 63 36 57 81
13915,65 52 66 87 26
13916,91 48 42 18 41
13917,91 48 41 95 18
13918,64 58 82 46 62
13919,46 64 62 97 63
13920,1 70 98 24 45
13921,91 48 1 18 72
13922,64 5 82 46 29
13923,65 64 2 25 22
13924,91 48 42 41 47
13925,91 48 42 18 41
13926,91 48 42 18 16
13927,65 66 52 87 26
13928,46 64 82 62 85
13929,91 48 42 41 47
13930,91 48 41 42 70
13931,65 52 66 87 64
13932,64 58 5 22 2
13933,92 90 9 91 68
13934,64 58 46 82 20
13935,82 25 62 5 30
13936,25 78 5 8 22
13937,91 41 48 83 42
13938,91 41 48 42 83
13939,91 21 0 33 55
13940,0 26 96 91 41
13941,82 64 25 5 78
13942,62 30 36 64 78
13943,91 48 41 42 70
13944,65 66 52 87 26
