row_id,place_id
8282,4224590845 8246797565 5738617910
8283,9845317601 9796247868 3981701796
8284,5027345856 4369725650 2439561574
8285,5976902190 5702749958 7240810289
8286,1097200869 8780655195 7679870350
8287,6952204817 4630205221 2003586645
8288,7443156664 2094012356 9738160155
8289,7710659139 9999932225 3980090620
8290,5665363530 1371548451 4524989344
8291,8201639344 9294523709 6452063029
8292,7119117376 7720720695 6003996781
8293,8357808874 3806678193 2681510058
8294,6834647211 2187129463 4935069786
8295,9111475485 3983013200 3980278054
8296,1670949126 7114109246 1948761557
8297,8740506380 8100086641 8571578216
8298,4677541066 5350823720 5367453995
8299,6750562478 4619914107 2554420487
8300,4544586355 4353986692 5562699225
8301,9534681334 4871105775 8444409351
8302,9158459986 2254745784 6133778418
8303,5456522412 6946420461 4611589603
8304,6463885391 3197996895 3981390700
8305,6938678909 7020806338 1042735347
8306,1913349620 1055812898 7550991935
8307,9932777672 5946611563 1113606352
8308,2418794405 1400767731 3704089985
8309,4336328736 1467519108 6693733370
8310,1915818458 9033567575 6300263110
8311,6802448991 9786297268 1272760704
8312,3301734058 9999932225 3981785329
8313,1473797051 5117936275 7962039083
8314,9364827218 2228999219 6386113400
8315,1156107427 6370825501 1700774019
8316,8830084498 3347431235 2864700928
8317,9256968264 3079491496 1428886397
8318,1547278933 5507752215 9705401088
8319,3058428516 6526473550 8564522291
8320,1956374026 3673090646 2525593372
8321,7463762920 2728785644 3980090620
8322,5723134064 3285411755 2328980712
8323,6124773047 7498179958 5000884230
8324,2094840722 9367956779 9199801765
8325,2212919690 9452318449 6080267512
8326,5556271949 1932968172 2411078833
8327,3072598741 4480613259 7492137229
8328,4108493479 4665039461 4460182342
8329,6301298721 2013736336 2182064004
8330,2582863362 5519816619 4294661687
8331,4327969298 9207239804 9797429781
8332,9354687037 6274063475 2404258433
8333,8029657377 4998401681 7806794074
8334,7795450942 7096197484 2381506671
8335,2454431254 5964333688 9999932225
8336,1770830992 8243588156 9999932225
8337,1447229478 4679353596 3617776311
8338,4089378120 1701866445 1136954652
8339,8797904281 3661371445 6507089322
8340,5667429964 9732821242 8734234002
8341,7884494772 1691135151 3981701796
8342,4505764608 4046852695 8639776677
8343,2495914526 2497485848 7317792293
8344,3802280825 6517572333 6248466263
8345,7996479304 4685909653 9999932225
8346,6601173936 1807461185 8111640617
8347,6123017782 9445718827 5772877470
8348,7235830894 9999932225 3980055033
8349,7442004676 1519381723 4079911446
8350,3692686499 6266656002 3788659129
8351,6282458585 4951772011 9999932225
8352,6164275201 3980090620 3980224941
8353,1843026945 2210613108 2124459172
8354,9112219782 1010726494 5917634746
8355,9445470258 6806378833 4452641976
8356,2696913992 1515454489 5248127187
8357,3952668428 3760078530 1288286447
8358,7055204032 9236068266 4569852921
8359,9944713872 9999932225 3980090620
8360,3423607576 3998880105 7460183479
8361,2612571654 7744372590 7545955005
8362,3129463094 2078719816 9038970217
8363,2493794440 5137777461 5194343967
8364,4824722320 6722874078 7374315665
8365,3026444165 3488025525 3795740731
8366,1943855833 1787210497 6875097537
8367,4894397482 6290093650 9207239804
8368,5409031486 3181353466 8804912173
8369,2688110883 8764402002 8448783808
8370,9637257352 4014694208 2776002237
8371,9872096969 9999932225 3980055033
8372,9871524751 9763347454 9999932225
8373,2386664891 6433673581 2740767907
8374,7329895223 5401264894 7401459369
8375,8254097327 5854679165 8335604517
8376,9027211761 3085445493 9999932225
8377,6467827110 4594454298 9328589122
8378,6415814923 6248823367 8769075050
8379,2870156931 6612358638 1522749199
8380,4233876490 5905152709 3981701796
8381,1078123757 9827652585 8273458683
8382,5816717574 8395771479 6362921117
8383,4760956961 5600856801 2933591237
8384,8923886685 9391151672 6817123348
8385,3496595397 7626980393 8952419553
8386,1390014289 2191056358 1739385880
8387,4630205221 7011749276 8079777376
8388,4902779047 7806971268 7340554592
8389,6530224537 8181316903 2036863876
8390,7813244811 9947073790 9999932225
8391,8325766321 4261838374 5902210341
8392,9447878407 5431377973 7582300467
8393,7537840755 9824622595 8084944709
8394,8549060400 9583870819 3981390700
8395,6793644511 2491364033 4940837898
8396,8940323542 7334053248 3981701796
8397,4984733078 6975898667 3262308284
8398,4475155080 7454485298 6374148509
8399,8027424615 8952606701 8952561450
8400,7887001952 9999932225 3981350103
8401,4277021071 7123551982 2266162299
8402,7462200983 6718185023 3561104180
8403,7457208992 9910543441 6532120629
8404,9077536932 9718820480 5701786336
8405,9409336196 7294655134 3159960547
8406,4179123361 2412622506 9999932225
8407,5871950595 3577227903 7145579017
8408,1453502882 6520945737 9999932225
8409,7477036792 7589103980 4572363755
8410,9142983546 1324454874 3997500024
8411,5479616295 9267743571 2379822679
8412,4250778976 9522353053 8163460918
8413,4270045060 9794345230 7143575624
8414,8948648645 6379272797 1291956119
8415,4725670121 5106948372 9385590256
8416,2044518128 8952367128 9999932225
8417,7807607841 9739326712 8994307239
8418,3913259566 2263463592 3438055862
8419,6047526205 5632605132 6554677283
8420,5456716875 6307391573 9999932225
8421,6264639656 7513958356 6954703982
8422,4579210194 9999932225 3980278054
8423,3312877516 8673514969 9412417197
8424,1572110611 2471589730 7598590038
8425,6617167428 8510146684 5835170170
8426,7361312149 3885021112 7018598875
8427,6817089336 5992305659 9999932225
8428,7145597219 5603648049 3058600409
8429,4173288387 9856814112 3252294260
8430,8012620041 2789652749 5929019981
8431,5778209022 6476761762 5237054170
8432,8048091369 3324042119 9999932225
8433,3153081965 8792011092 6057248619
8434,3489247769 8197607448 8743847849
8435,7092615202 2439060614 3977224016
8436,1859428807 2273611378 7449733475
8437,1105760352 9279291879 5792581933
8438,8102568762 7136852316 6659418217
8439,8524800405 5040818573 5432884295
8440,9705479903 4573691395 4763161383
8441,5969463451 5554255011 9999932225
8442,1118557458 5530568588 4149194595
8443,4344117968 4549947971 9999932225
8444,3021481647 9999932225 3980224941
8445,7865722712 8390331590 8373293147
8446,7876484541 7949501451 6798707976
8447,7835636378 2438601089 2467317972
8448,2654697841 5441809865 4115536032
8449,5093477393 1682249886 9999932225
8450,7186828295 1760415002 3684994377
8451,8749099674 4835423909 9999932225
8452,5412557951 4042090028 9133671012
8453,3537804084 1230706330 2404725805
8454,2642253793 1020951209 7125733066
8455,9954107331 1120520068 9999932225
8456,9062069560 6273058585 6767351273
8457,5649268477 6520837896 9999932225
8458,8681733825 9221699802 3636193525
8459,9513239029 1144263331 4215173895
8460,9639680342 5746556568 9999932225
8461,5854615986 9253007991 9522726589
8462,6095417441 3307787157 4632296839
8463,2204124377 8548841044 1856072583
8464,2392393886 9924872141 3981785329
8465,9924182834 4126723780 2079074017
8466,8801443573 4319015386 6909886476
8467,6078226508 5700812567 7890615549
8468,6443913191 4957619463 2575767084
8469,5099813792 9999932225 3981350103
8470,4524850923 9999932225 3981701796
8471,6100368108 6705686250 6028179535
8472,1047559208 6699904575 7228162996
8473,7568723858 9999932225 3981701796
8474,1441572106 3944366479 6519262940
8475,9102092675 5698450527 6417030261
8476,3988459573 4268072113 4161832048
8477,5015535072 1544097082 9666074498
8478,4988682425 5196626037 9034796234
8479,1551629822 2207140084 9112932282
8480,5721922033 9237196472 9253906720
8481,1586412628 1300114765 8895322315
8482,1380515143 9556037120 8378750748
8483,3985268395 3622535630 5797729160
8484,1950721822 2515333606 7727213139
8485,1050282370 8207329870 9999932225
8486,1960315096 2173350301 8358082103
8487,9798088609 9502539112 9999932225
8488,8132033578 5628219504 5677730000
8489,5577732512 5168110902 9298005708
8490,3528317724 5148691522 7330652731
8491,5620885431 9794657506 6592862434
8492,2533066404 1585229774 6449148147
8493,7346705550 4888104455 8057356331
8494,4756178675 3949106721 3974544797
8495,7810465329 7500906982 5209879415
8496,7850123962 3057779572 9360968838
8497,3621522584 9579426486 7271890354
8498,7467707684 7074651594 9999932225
8499,5261809260 5882780552 8605027974
8500,8859430704 4462984630 9999932225
8501,4461139731 1476233618 3925251643
8502,5065854809 4151075851 1406456996
8503,6344512051 5174991002 2407599430
8504,1132488439 9112009681 3671849249
8505,2237609879 2762095509 2824090512
8506,8525792154 7064318248 2533883435
8507,8036694207 7065725128 5650420018
8508,4767967103 9251439089 9871954374
8509,8151487243 2841274606 1811755651
8510,8918903379 6529633879 9952455545
8511,4799853376 5607822648 9999932225
8512,2059290651 9798742032 3688389527
8513,4533463087 2180898913 3981785329
8514,3218494417 7046700463 6403221716
8515,2065074762 3277548782 9999932225
8516,9450914370 5148583778 1673329155
8517,6470472557 8972030712 6605570238
8518,6801814213 8919285203 9089083676
8519,2514837378 2827480200 1147952620
8520,8774548729 6509475410 4844372274
8521,7668006178 6382349999 4899380054
8522,3654042861 6773334449 8639283610
8523,5643505187 6500076712 5076172613
8524,3802376291 4036555162 3620229104
8525,7513731878 9999932225 3980224941
8526,2121185208 9548329154 6667930372
8527,4923268828 4662032991 4464899295
8528,6565016530 4355398249 6243128456
8529,3590333355 7520180012 2832144595
8530,3732568341 2519072005 4126481156
8531,2485765680 9999932225 3980224941
8532,4911553201 5581742228 7210995431
8533,4773193723 2699534345 9999932225
8534,2946932088 8427045510 1928865884
8535,1831653571 3794968171 9999932225
8536,6958190665 3979960234 3981701796
8537,1618295761 6539877719 3632819862
8538,9436155449 4147028703 9999932225
8539,9253286014 5790795817 1623422106
8540,4270995058 5018546217 3981350103
8541,7691875865 9460641501 3334577019
8542,5294186259 6406624179 8596348498
8543,4828462554 9999932225 3980224941
8544,4023346628 9499091939 3308434357
8545,7796267974 5805041945 7357856239
8546,1520633589 2520049340 5961415460
8547,3683524998 9926805480 2004211831
8548,2060520563 1769434955 2251940349
8549,2984854907 9999932225 3981701796
8550,4166611740 7871916090 4300072907
8551,2635854151 5614761035 4616614990
8552,8013726075 9999932225 3981350103
8553,5976547564 1371123150 6528561464
8554,5372461650 1841482095 6921717432
8555,3086400285 3195982381 4367160924
8556,6482145356 4356993229 3771249203
8557,4274485983 1031400958 7215161842
8558,6446697930 5008182663 5833214455
8559,8567088226 1251844479 7996062479
8560,2950660181 8073026860 8666733805
8561,4824907545 2536716565 4639610175
8562,7254357775 5602497047 2594879696
8563,2560621000 4277205549 1461697353
8564,1692738280 7391578570 8793876883
8565,6520471495 1283471266 2294806181
8566,6856377281 1041369820 4359239586
8567,3432270341 9059961431 4789686484
8568,1979644884 3980055033 3980224941
8569,1212300462 2623571393 2217140005
8570,2967880704 9394115738 9999932225
8571,8699640774 8965394367 2836637159
8572,9080109632 5450770570 8167466693
8573,1280436821 8644416566 9999932225
8574,5643298493 4512636219 9999932225
8575,6760801071 6409650791 3981701796
8576,1311028161 6623003458 7502904212
8577,9319568206 1698338719 8048886932
8578,2053029998 3592300706 8295677998
8579,1727497219 6608341831 9999932225
8580,1084880877 2250405798 6310974999
8581,3465083250 5863493004 9089083676
8582,9394716278 1052628400 2407769136
8583,2321388471 4974700790 5261840655
8584,1587317764 9999932225 3980090620
8585,4238573931 2054169831 5921606214
8586,3394579248 5397831197 8504050392
8587,2867444085 2683141695 5711914024
8588,6695404340 9999932225 3981701796
8589,2330180975 4402407074 7454334040
8590,7498991789 5876728511 5515343386
8591,9364857027 9126918274 3473028605
8592,2676124373 5347632297 3982758040
8593,3053164832 9999932225 3981701796
8594,4730972373 5300957580 8305731085
8595,6643612173 1203983830 1576112741
8596,4591824033 2586888287 9999932225
8597,9619170347 1431472576 7273015730
8598,7661447018 9135163967 8571688454
8599,5032646139 6540491366 4199999238
8600,5637146347 3324511137 8935298433
8601,7279965527 8666249485 7013782472
8602,5913612671 8456231827 9707054069
8603,2183729414 8311585911 7360494345
8604,2861736027 5994791253 3499040370
8605,2475246675 3213658821 1327946959
8606,7842175954 9762300237 9999932225
8607,5624369904 9857472217 1420701356
8608,9069941018 9999932225 3981390700
8609,8132765753 9999932225 3982765483
8610,2094424092 4187031345 1368387182
8611,1398311388 8592860518 8842370309
8612,5364695200 6803731399 9802999183
8613,9148035867 8777089430 4923411114
8614,2770371360 2469612686 4251702610
8615,8322444440 1412860641 8941914679
8616,9718045848 9999932225 3981390700
8617,6229712208 8097537970 3942051454
8618,2599457490 5103427490 8409226313
8619,3848817215 8008495627 2996172439
8620,4970748282 2331092490 7766478715
8621,9775324887 2733167835 1968651647
8622,5728441983 6552562353 6002435675
8623,5209563562 1388980171 3981701796
8624,8723585447 9999932225 3981701796
8625,1954925405 2526336284 9999932225
8626,2974679502 2521555859 4598995938
8627,1261469755 5659725373 1485389334
8628,8116694902 8162655488 5042215560
8629,7164520718 1520475542 8126974969
8630,6412642774 5141120081 6466419701
8631,6268679658 2352757919 9154300097
8632,8118446541 1734797689 1259831087
8633,4639270525 6843751929 8559531941
8634,7194426515 7282968437 9999932225
8635,5956930659 9162779441 3061360648
8636,3724482337 4574894114 6681204814
8637,6187242299 5780497010 9830700079
8638,7737965487 2630875082 2612768133
8639,8892615170 9999932225 3981350103
8640,5069279049 5978091121 9999932225
8641,7190121391 5215735375 9900522905
8642,8673814767 7644231302 9000073737
8643,8529952639 3265039287 4426332119
8644,7606975851 4298538420 8573021941
8645,7093861270 5789861204 7177606087
8646,8974625269 8318996392 6517597215
8647,1694413678 2116361040 7512313854
8648,7391365666 3786834399 9240742756
8649,2340521294 7569281197 6066778746
8650,8880007501 9999932225 3981350103
8651,8236362377 1945896799 2251651871
8652,2013989044 7869820281 9999932225
8653,4078044584 6287866207 6970412185
8654,6348086519 2903921307 4312327124
8655,3791537011 4507378618 5045759385
8656,8232519178 8043449304 5181186949
8657,8969589710 5411586530 8849265211
8658,5770081482 1449039046 9999932225
8659,1490039581 5593850549 3945637186
8660,5502635842 7724741690 9999932225
8661,3987268133 5371895155 3220569830
8662,5755418678 9999932225 3981701796
8663,6898555942 6225068556 1798788516
8664,1685632544 7348120387 2126152136
8665,4084678452 9337397531 6190851413
8666,7487370361 6551806323 1360210161
8667,4322271032 8252653800 6842002224
8668,1882789554 7679208224 3981785329
8669,5204914030 1283999209 5326875030
8670,8740529481 7766404979 5534005588
8671,5590436452 4352103532 1925910700
8672,8471780938 4912271832 1620576421
8673,2045707203 9999932225 3981785329
8674,4646471620 9023936206 9999932225
8675,7399330683 8215637474 4278901219
8676,4509065512 1075577967 3921849379
8677,8668573362 8234862002 5052683076
8678,2817613938 4237882347 9999932225
8679,7995624388 7255352984 3291754715
8680,2242118250 1753925836 8243233153
8681,8549744813 8034000390 3538006886
8682,5998567741 8246135855 9999932225
8683,9466522477 1428886397 3981701796
8684,2749948426 4317153934 3612056910
8685,3364458633 1863989900 1983157209
8686,8505834548 7659497303 9999932225
8687,9490334480 6776394928 4937241605
8688,6423694326 7275082443 3560347132
8689,2742134578 9510052333 2018708251
8690,6044390527 6714006103 9999932225
8691,6942955306 2600070654 7407345937
8692,7963371662 4897273981 5977081682
8693,9655792064 9116422694 2403783031
8694,3897271963 2266226862 3537527725
8695,2360453231 9034438874 8083979670
8696,8578499991 3046565462 7078707515
8697,5007221086 6694583472 4521694882
8698,5778209022 9207739626 3393104823
8699,9792943176 3981701796 3980224941
8700,8200554242 1665265813 8237208559
8701,3592924902 3292990588 3434144540
8702,8807353254 9237715998 7357954188
8703,5771361822 7271560275 1258785779
8704,3208070046 9994021728 6867281197
8705,5385732546 8954310452 9744594065
8706,7564979225 6162613130 3290899685
8707,8253193420 5727159079 9399339454
8708,9460831400 9179094669 8919245145
8709,2609189487 8134969482 5738666062
8710,7989721091 7512116579 9917922816
8711,9398470754 7096987902 4632313934
8712,7144357482 2422172178 5516051972
8713,8063567623 7230195688 9043482631
8714,7534410819 7740437619 3418885173
8715,4837421653 3855450635 7047742947
8716,6892714245 9072511257 9992976486
8717,4815441886 8623268531 5511916413
8718,3082604030 3931834724 6190729959
8719,5317548223 7067073048 8201672621
8720,1617918533 8132765753 9999932225
8721,6826461224 7514593791 9999932225
8722,8086268383 1945612124 1191191435
8723,9328014352 3377566414 6015334991
8724,9788901792 5125608220 3423975461
8725,5308343864 4509179508 8245746556
8726,9596973519 9447021451 2169845567
8727,5164212664 1343869458 6211675088
8728,5448930456 5470476929 6082727689
8729,7393212468 8745196760 6553542118
8730,4019355644 3198035857 8358152340
8731,2033959254 5036496998 9133954852
8732,7635733369 8999738510 3980055033
8733,7958912950 4759614455 3980090620
8734,6820550567 9999932225 3981390700
8735,8612779990 2490389202 7424547688
8736,4977777334 9491059412 1633588863
8737,1372492656 4594239919 7292820672
8738,7639402241 8151381647 4140949181
8739,4364243197 4560096159 5054939837
8740,2089023022 4261838374 2759342078
8741,7448038779 1973910650 1860658267
8742,3520128762 1593089825 1344377355
8743,3944428744 5979326309 9854941291
8744,3784865506 3150768877 3392497380
8745,5309949600 8577376376 7693586085
8746,2647218267 1372214031 3356302651
8747,1794582074 6506301794 8081916711
8748,1708947510 1833563348 3980224941
8749,9461851698 9999932225 3981350103
8750,9271623411 7502862943 2111262692
8751,3010626211 1313535359 1269500921
8752,3756600438 9091719937 5232749001
8753,2697793123 2035934807 4016985153
8754,2371713268 1658900739 3961287424
8755,8681124683 2950480362 6134347684
8756,1915818458 4017542176 4538240724
8757,9118582327 6272957752 3981876209
8758,6968123854 8165927173 8416985054
8759,5086416203 9090444338 9999932225
8760,4960574528 7481043248 4481885874
8761,8628734060 2180667692 3957702035
8762,7646043073 7528922358 2734721761
8763,3418618183 8792087719 9253399062
8764,1805113565 5227694657 3011256706
8765,9197238920 2548593681 5955369536
8766,1592183863 2740133705 3194152995
8767,8175585283 3138129398 2912477515
8768,8318971683 6733590547 1927034126
8769,2832775991 3318114831 9913887311
8770,1494177519 1629894926 4175769278
8771,1131406470 8687559776 7171992387
8772,9722546411 4365467950 4781391149
8773,6832084973 9928138299 3981785329
8774,4903100063 5438703620 7668006178
8775,4688862468 8635231864 9999932225
8776,5935379252 6969347150 2190743322
8777,4164296434 7067152263 7204217135
8778,6389087840 2266162299 9290980289
8779,8494149168 2057562824 1785138468
8780,5433440844 7117449932 9999932225
8781,6044390527 9789396055 4001191069
8782,9136427703 5775730791 5749010992
8783,2084765599 9395464573 5488529668
8784,6639279541 9701778444 3487472380
8785,8876853311 4133347001 7783643221
8786,9983854871 8742707254 6345925414
8787,7691971318 3778675012 9999932225
8788,6589341644 9999932225 3980224941
8789,2947442537 7073541694 9990506776
8790,8409983312 9269540038 6739136912
8791,4537348137 8793211248 4552775238
8792,4276007284 5588410965 9999932225
8793,4034058309 9773005148 9999932225
8794,9651603313 8280409298 8186391878
8795,8661677355 6224699908 3897922518
8796,8103164350 5637189219 7423951233
8797,4311983912 2909405407 4199416933
8798,5979468632 3578297330 1620440369
8799,2614499550 7864454817 2976324330
8800,9094254103 9999932225 3981785329
8801,8643097069 2068972069 3980224941
8802,6317983203 8368130243 9123521192
8803,9332009219 6716928676 3981390700
8804,1309929726 8086010047 6882511218
8805,7949510049 9978531067 9999932225
8806,5480406048 7305069080 3073061815
8807,7205496320 1724196518 9999932225
8808,1425824970 9042160663 6089213659
8809,2219446173 9999932225 3981701796
8810,5968787090 3980090620 3980278054
8811,9905942030 5952915835 5080410716
8812,1287595012 9755832114 8028514039
8813,3395125746 2161856626 2330068710
8814,6638813210 7685138180 5708584354
8815,9937242706 4873094032 8491608745
8816,8501409721 5406538417 3433825781
8817,3365463208 2758958580 1294152610
8818,9916224235 3285944548 6707307204
8819,7549426799 8572653336 4365867027
8820,4179871088 7077340568 3429061801
8821,5748642803 7375984538 3906728463
8822,3841548114 1783874940 4693974209
8823,1522774880 7833831556 7543200497
8824,7589898347 5575855320 3099655789
8825,8034245855 7612202767 1271162109
8826,8107564345 7396455638 3560552143
8827,1907969079 9260580719 9999932225
8828,5090898781 4901723546 9999932225
8829,6656541645 3173765350 9731424340
8830,4758312207 6837357139 8667929447
8831,1954941197 4891894576 1131921712
8832,8322592709 9999932225 3980055033
8833,6476032344 7455229470 9714740321
8834,9089127935 7221777919 8690862180
8835,1200909548 2677134275 9999932225
8836,9017917380 9999932225 3981701796
8837,3620229104 9034135595 6381201174
8838,5221148802 2374843617 9999932225
8839,8442513352 2472136378 9536998124
8840,7586233100 2168965962 2517950968
8841,2672859014 3836762975 6286414392
8842,9235700946 7704765528 2507046419
8843,8075420913 7638734636 3297280127
8844,2529424353 6624617394 3833437255
8845,9856606475 7031447645 6515249683
8846,2620297475 8660089782 4559875216
8847,5765520742 7300335457 1273919017
8848,2098475469 7162882157 9953410260
8849,3272434390 9572040661 1353317377
8850,4736025453 8538206753 6394183583
8851,5352432618 4947108239 2261920665
8852,6639910826 9967940483 6532120629
8853,5661707642 3056106847 7874975767
8854,5628818525 2694532870 9999932225
8855,5399101698 4168315812 7961481372
8856,2741120867 6051773367 4241730438
8857,2889200436 1939138946 1988862111
8858,2817562084 5727904203 2631281604
8859,5100985777 4505764608 7710275072
8860,8749707950 9853035659 6418962222
8861,6215056065 2385233476 9999932225
8862,7736371299 9219098848 3086870989
8863,1838720945 1632835185 6158887103
8864,5336044872 6465265222 3981701796
8865,9307013155 5122671563 8712077043
8866,7042431771 7518152932 8004319748
8867,8041205107 2470154460 9666005384
8868,3266100505 2617151505 6053121487
8869,1426068458 1774249595 1234895089
8870,5969463451 1094733618 7819630458
8871,1304638580 5514643562 9999932225
8872,7557503847 4680995661 8508000772
8873,4262330634 9719028853 7385588413
8874,8570224428 5578906883 7140474028
8875,2364575752 9733953357 9999932225
8876,5049237135 4908989892 9075482895
8877,5480119790 5983799236 9970375384
8878,3748371379 1198632370 9093063967
8879,8770846947 2570631013 3444960745
8880,5395549951 7321027492 6365564498
8881,4331222781 2502366971 6749059025
8882,2747168016 8871190990 4119519013
8883,6085353871 1769425942 2621839135
8884,5920184529 1491009269 5843994227
8885,2387048856 2880826111 5610405534
8886,9616524521 4313071645 7133162929
8887,4233534513 5448001036 4313071645
8888,5815722033 4507378618 8795211942
8889,9952455545 8644792847 3010861977
8890,5509620707 2492862655 7653025759
8891,7745757770 2072588227 6944593428
8892,3214333669 1850094292 2938539797
8893,3127800764 3421511622 9999932225
8894,5962338787 6441771449 2675049736
8895,1728375645 2290748887 8569818293
8896,8071926200 2484442098 8262730790
8897,8930806443 5955369536 7934398853
8898,9329058806 6863792632 6975387775
8899,6846486639 3261769874 9637257352
8900,4329779334 3294819844 1658497245
8901,8304827775 3242806441 7748841654
8902,2557803850 4027727284 9109849925
8903,2119626770 9453028735 1999425984
8904,1293552295 8495867008 2874523635
8905,5807047096 3063064883 9999932225
8906,6909886476 9693162407 2496271001
8907,3949425522 7873845003 5188989271
8908,3177384238 4233534513 9110155624
8909,5814472383 8553444208 3318136506
8910,6294224468 9701010359 9999932225
8911,4656072238 4226781932 6312734295
8912,1315071953 3135339708 7615600436
8913,6926799288 7068986164 3388990052
8914,6598159135 5060882618 8268361341
8915,9917765057 8195393586 7491441771
8916,1253183627 2860095058 4145480453
8917,9204249417 9999932225 3980224941
8918,5514930642 8613276810 3503426864
8919,5249575604 2637702328 6135942103
8920,5593539458 2820389699 5871833035
8921,2992628001 8079759825 9999932225
8922,6380060128 2719250952 5970432738
8923,2876640760 2695884444 4901354576
8924,8035693132 2125270139 8923382922
8925,1764141985 6145140367 3981785329
8926,9505725677 6708411039 5995034384
8927,2168034763 1742811426 2922682614
8928,9256360109 9014009556 1847379506
8929,4901146176 6674835393 4491284587
8930,5986217373 8002669311 3174605630
8931,2097153934 5331013317 5393213408
8932,1971239944 1240371392 9999932225
8933,3973238782 8846472582 1140562791
8934,3039275646 6824629647 1752560838
8935,3899166083 6642016433 3795549650
8936,6635710657 8056089988 2833935167
8937,7134401719 2220545378 9946275656
8938,7888872358 1068070426 5974361745
8939,9281953618 2489046388 5605679122
8940,6000803471 1870974602 9999932225
8941,4701705911 6427463060 9146235790
8942,2529278237 3475507540 8861411050
8943,2085005101 6281875597 8090177621
8944,3841722892 8253769643 9954034022
8945,2003180430 2384015908 3981785329
8946,7634601239 4335324180 5095696546
8947,8087243287 3167109829 1042403595
8948,2436258062 2232730062 1431221912
8949,3803762138 4287414621 8244448298
8950,9159897405 6957503930 9999932225
8951,3351246126 2002211949 8930096939
8952,4333420128 8014040484 9275983885
8953,1971649137 9047375329 9942206745
8954,6251710990 3072729968 3602169844
8955,8830084498 1087825453 1680311187
8956,5833346030 7315924639 9999932225
8957,6948952345 6649132659 3970519291
8958,4147373958 6961778520 4925676810
8959,8991332374 5158420158 4084007459
8960,9059873867 2850315691 6211451299
8961,2111592024 1712082931 3496553288
8962,7204232970 8195262018 8554856817
8963,6724938670 6338687794 9999932225
8964,6871959335 4524532284 2993156017
8965,5398667890 3364171146 9999932225
8966,6637124371 1406471207 5040607054
8967,7892183866 3833769893 9951026050
8968,4667206728 6682261213 5372405639
8969,9298138698 2714812403 5158697171
8970,8451477492 8448326095 4383124178
8971,9289679089 9562372054 6458191438
8972,4432558508 6070252405 3851021397
8973,9138883259 9999932225 3980090620
8974,3597883888 3295349664 4661200323
8975,6901237781 5100389369 9485490041
8976,6772238274 9999932225 3981701796
8977,5272713002 3595430100 5945921694
8978,4942500558 5451176813 1780931046
8979,7335305321 9999932225 3981390700
8980,5576343508 9526840802 3981390700
8981,7383775435 6804151921 3981701796
8982,2739417482 9498414684 5314682865
8983,3957234422 2125922408 9999932225
8984,4260502303 4286957072 2165725176
8985,4408157389 3701408072 3981701796
8986,3107585225 8612356943 5339406866
8987,5591914367 4932736549 6914521052
8988,3605021261 2684847265 3981701796
8989,7167186312 1668327056 5568764922
8990,3497616586 2295287436 1974362411
8991,8842972984 4147895777 5103249082
8992,4835025077 9203063778 1578663181
8993,2057129400 9503365973 3981701796
8994,8657439429 2666867869 8093774704
8995,9659071185 4430439961 6896745738
8996,6605062012 7574618516 9999932225
8997,5666854601 9999932225 3980224941
8998,3101341677 3644594029 9999932225
8999,6937588429 9840342599 1071532346
9000,3374244757 5063247434 5463222250
9001,4116687489 4023847118 9102079477
9002,4911553201 3137691354 1430742411
9003,9179737716 2241223535 7260724283
9004,4140949181 9140475283 9776863512
9005,9451752519 7055774536 9990506776
9006,9335351054 8988813000 9461165307
9007,1166611873 4131162830 9999932225
9008,1400767731 8959827744 3392278029
9009,4010335918 2914675566 9323375776
9010,2353522944 3506345278 1238565894
9011,3352264829 2380430098 3930716933
9012,8724107029 5500425255 1940379729
9013,7300808943 1303539267 9999932225
9014,3090315234 7912568970 9999932225
9015,8493332195 6332409447 3368028677
9016,7408405796 4034491709 3259007580
9017,7018309026 3395313490 9999932225
9018,9551780685 9999932225 3980040563
9019,8940104275 3358390800 3981701796
9020,4046113273 8311988838 6434781340
9021,9629309300 7483433349 2938953835
9022,8942122430 1995526945 4105476578
9023,5948384561 8365164817 4001671117
9024,8772244383 6353783161 8330034906
9025,4968985194 2036635748 9109849925
9026,4682130071 5861856288 3096635031
9027,2157968251 5517161418 9397093061
9028,9183402843 9789114381 9999932225
9029,8240250189 2957974572 7037984242
9030,3418019964 9498129142 1279343420
9031,1281261476 7627269320 8213122399
9032,8062936897 7582585254 8528779045
9033,2658848454 7182946695 2588384560
9034,3838629605 4522829999 3981785329
9035,8828273911 3401141699 8339133333
9036,2926123422 7460913964 7996288920
9037,8497223589 2303367192 9006041557
9038,5329724954 8768032164 9999932225
9039,5673371129 4030820032 1528807854
9040,5343969290 6297385181 7107481143
9041,9175537197 9533731748 9999932225
9042,2267577361 7001187311 7682536394
9043,1955653794 9862750639 9791852774
9044,1116673284 3604524405 1368524635
9045,6461944257 2805934550 8222500133
9046,6719569458 9999932225 3981390700
9047,4697602537 8001339504 5074446878
9048,8778495528 7943266237 6072326847
9049,1268841970 7540763562 8637714354
9050,9686048057 7618178819 4733371973
9051,2748731524 6195557826 3444960745
9052,6222881790 3526080944 8542568476
9053,6699713474 1266620038 5418829522
9054,8450050308 4806690404 7031101437
9055,6242582527 5145211374 9999932225
9056,6863569196 5787696189 5029637788
9057,5740106890 6835133225 9999932225
9058,2077943218 6925383575 1517515532
